Gene ID,Mean Expr,log2FC,log2FC SE,p-value,adj. p-value,Gene Symbol
553103,64.5,0.0938,0.17,0.433,0.62,MIR3936HG
9374,491,0.0682,0.0956,0.433,0.62,PPT2
84996,148,0.0854,0.132,0.433,0.62,NA
116936,44.4,0.0933,0.187,0.433,0.62,NA
27120,39,-0.0918,0.193,0.433,0.62,DKKL1
9901,151,0.085,0.131,0.433,0.62,SRGAP3
55916,57.6,-0.0932,0.184,0.433,0.62,NXT2
55929,700,0.0636,0.0882,0.433,0.62,DMAP1
105372442,54.9,-0.0935,0.177,0.433,0.62,NA
100529067,2000,0.0545,0.0731,0.433,0.62,NA
100008589,2890,0.0569,0.0765,0.433,0.62,NA
105377441,28.1,-0.0859,0.207,0.433,0.62,LINC02511
105373095,293,0.0781,0.115,0.433,0.62,NA
9798,3200,0.0479,0.0635,0.433,0.62,IST1
105369685,144,-0.0852,0.133,0.433,0.62,NA
6992,1210,0.0535,0.0719,0.434,0.621,PPP1R11
256126,42.8,-0.0923,0.189,0.434,0.621,SYCE2
64860,208,0.0802,0.12,0.434,0.621,ARMCX5
161835,10.5,0.0651,0.224,0.434,0.621,FSIP1
102724404,10.3,-0.065,0.224,0.434,NA,NA
55014,718,-0.0648,0.0899,0.434,0.621,STX17
100129148,179,-0.0831,0.128,0.434,0.621,NA
768206,82.7,0.0919,0.157,0.434,0.621,PRCD
644019,237,-0.0768,0.113,0.435,0.622,ZNG1C; ZNG1F
57634,1300,0.0544,0.0734,0.435,0.622,EP400
84245,430,0.0679,0.0954,0.435,0.622,MRI1
152485,593,0.0617,0.0848,0.435,0.622,ZNF827
283219,276,-0.0745,0.108,0.435,0.622,KCTD21
221395,10.6,-0.0666,0.223,0.435,0.622,ADGRF5
101730217,1100,-0.0572,0.078,0.435,0.622,NA
282973,47.7,-0.0926,0.185,0.435,0.622,JAKMIP3
84144,358,0.0741,0.107,0.435,0.622,SYDE2
221336,26.8,-0.0838,0.21,0.435,0.622,BEND6
100507217,835,0.0669,0.0926,0.435,0.622,NA
23061,2590,-0.0535,0.0722,0.435,0.622,TBC1D9B
83877,658,0.0617,0.0851,0.435,0.622,TM2D2
729799,17.4,-0.0782,0.216,0.435,0.622,NA
9794,973,-0.0571,0.0781,0.435,0.622,MAML1
51491,911,0.061,0.0842,0.435,0.622,NOP16
147923,172,-0.0834,0.129,0.436,0.622,ZNF420
100775104,9.92,-0.0627,0.224,0.436,NA,NA
9100,1230,0.0533,0.072,0.436,0.622,USP10
100507006,13.2,0.0706,0.221,0.436,0.622,NA
5469,1200,0.0562,0.0764,0.436,0.622,MED1
105369776,14.3,-0.072,0.22,0.436,0.623,NA
105370524,40.2,0.092,0.19,0.436,0.623,PCNX4-DT
5396,11.5,0.0682,0.222,0.436,0.623,PRRX1
11040,179,-0.0814,0.124,0.436,0.623,PIM2
4508,168000,-0.0441,0.0588,0.436,0.623,MT-ATP6
48,953,-0.0553,0.0754,0.437,0.623,ACO1
101927289,10.9,-0.0673,0.222,0.437,0.623,LINC01237
107986458,60.1,-0.0928,0.173,0.437,0.623,NA
673,509,-0.0649,0.0911,0.437,0.623,BRAF
55577,849,0.0595,0.0818,0.437,0.623,NAGK
130733,298,0.0735,0.106,0.437,0.623,TMEM178A
653712,18.9,-0.0786,0.215,0.437,0.623,NA
400657,96.7,-0.09,0.152,0.437,0.623,NA
1357,21.9,0.0836,0.21,0.437,0.623,CPA1
153129,248,-0.0792,0.119,0.437,0.623,SLC38A9
3316,889,-0.0661,0.0934,0.437,0.623,HSPB2
23233,1600,-0.0545,0.0742,0.437,0.623,EXOC6B
1588,14.9,-0.074,0.218,0.437,0.623,CYP19A1
57522,238,-0.0773,0.115,0.437,0.623,SRGAP1
23252,380,-0.0706,0.102,0.437,0.624,OTUD3
64110,1190,0.0542,0.0737,0.438,0.624,MAGEF1
79956,1310,-0.0538,0.0733,0.438,0.624,ERMP1
216,89.9,-0.0904,0.156,0.438,0.624,ALDH1A1
107984849,76.9,-0.0924,0.172,0.438,0.624,NA
112840933,17.1,0.0775,0.216,0.438,0.624,ZKSCAN7-AS1
157567,491,-0.0659,0.0932,0.438,0.624,ANKRD46
134637,137,-0.0881,0.146,0.438,0.625,ADAT2
81671,1880,0.0528,0.0717,0.438,0.625,VMP1
100302132,47.7,0.0923,0.183,0.438,0.625,MIR1182
10128,5340,-0.0541,0.074,0.438,0.625,LRPPRC
100303453,235,-0.0772,0.115,0.438,0.625,NA
2537,145,0.0845,0.133,0.439,0.625,IFI6
5606,283,-0.0745,0.11,0.439,0.625,MAP2K3
30011,956,-0.0549,0.0752,0.439,0.625,SH3KBP1
9551,1820,0.0517,0.0701,0.439,0.625,ATP5MF
282809,168,-0.0828,0.129,0.439,0.625,POC1B
6314,378,-0.0688,0.0987,0.439,0.625,ATXN7
283663,17.4,-0.0775,0.216,0.439,0.625,LINC00926
727758,30.8,-0.0874,0.202,0.439,0.625,NA
110006325,150,0.0836,0.131,0.439,0.625,NA
374900,122,-0.0863,0.14,0.439,0.625,ZNF568
79663,75.9,0.0917,0.163,0.439,0.626,HSPBAP1
89953,800,-0.0579,0.0795,0.439,0.626,KLC4
10994,2500,-0.0532,0.0724,0.44,0.626,ILVBL
23353,3540,-0.0444,0.0596,0.44,0.626,SUN1
100130301,11.5,-0.0309,0.229,0.44,0.626,C8orf89
101927167,41.5,0.0914,0.189,0.44,0.626,NA
64168,30.6,-0.0804,0.212,0.44,0.626,NECAB1
1912,1770,0.0492,0.0665,0.44,0.626,PHC2
23358,1510,-0.0552,0.076,0.441,0.627,USP24
55898,1240,-0.0575,0.0802,0.441,0.627,UNC45A
105372817,23.4,-0.0836,0.208,0.441,0.627,NA
100132341,93.7,-0.0893,0.152,0.441,0.627,NA
100134869,61.9,-0.0919,0.173,0.441,0.627,NA
51084,234,0.0775,0.116,0.441,0.627,CRYL1
84815,12.1,-0.0667,0.222,0.441,0.627,NA
125965,8.48,-0.0581,0.225,0.441,NA,COX6B2
23231,214,0.08,0.121,0.441,0.628,SEL1L3
8321,2000,-0.054,0.0744,0.442,0.628,FZD1
60488,944,0.0587,0.0816,0.442,0.628,MRPS35
7984,899,-0.0589,0.0821,0.442,0.628,ARHGEF5
101928492,34.4,0.089,0.197,0.442,0.628,NA
221188,18.1,0.0779,0.215,0.442,0.628,ADGRG5
100128511,20.3,0.0797,0.213,0.442,0.628,NA
1983,3760,0.0525,0.0718,0.442,0.628,EIF5
153163,14.2,-0.0709,0.22,0.442,0.628,NA
102465801,97.9,0.0897,0.154,0.442,0.628,MIR7703
57526,104,-0.0886,0.15,0.442,0.628,PCDH19
107986206,20.6,-0.0805,0.211,0.442,0.629,NA
64849,155,-0.0834,0.133,0.443,0.629,SLC13A3
7247,922,-0.0662,0.0949,0.443,0.629,TSN
1211,2290,-0.0462,0.0627,0.443,0.629,CLTA
398,13.4,-0.0716,0.219,0.443,0.629,ARHGDIG
29802,11.8,0.069,0.221,0.443,0.629,VPREB3
407019,18.1,0.0782,0.214,0.443,0.629,MIR27B
100616668,47.7,0.0914,0.184,0.443,0.629,NA
441666,117,-0.0912,0.17,0.443,0.629,NA
102723458,46.4,0.0913,0.184,0.443,0.629,NA
1798,488,0.0636,0.0902,0.443,0.629,DPAGT1
2019,42,-0.0902,0.189,0.443,0.629,EN1
224,1270,-0.0538,0.0745,0.444,0.63,ALDH3A2
8287,1080,-0.066,0.0949,0.444,0.63,USP9Y
54956,177,-0.0805,0.125,0.444,0.63,PARP16
90268,521,-0.0633,0.09,0.444,0.63,OTULIN
100287497,132,0.0845,0.136,0.444,0.63,NA
112268025,9,0.0611,0.224,0.444,NA,NA
5151,552,-0.0644,0.0922,0.444,0.63,PDE8A
9314,1040,-0.0531,0.0735,0.444,0.63,KLF4
2826,35.1,0.0886,0.196,0.445,0.631,CCR10
93166,65.9,0.0912,0.174,0.445,0.631,PRDM6
10795,481,-0.0712,0.105,0.445,0.631,ZNF268
201161,162,-0.0823,0.131,0.445,0.631,CENPV
107984280,13.4,-0.0709,0.219,0.445,0.631,NA
109864279,4220,0.0496,0.0679,0.445,0.631,NA
222234,93.6,-0.0885,0.153,0.445,0.631,FAM185A
85001,40.4,-0.0891,0.192,0.446,0.631,NA
2653,334,-0.076,0.115,0.446,0.631,GCSH
51,908,0.0635,0.0904,0.446,0.632,ACOX1
5166,15.2,-0.0733,0.218,0.446,0.632,PDK4
84622,225,-0.0765,0.116,0.446,0.632,ZNF594
6872,913,-0.0584,0.0823,0.446,0.632,TAF1
64093,62.1,0.091,0.176,0.446,0.632,SMOC1
6519,256,-0.0805,0.126,0.446,0.632,SLC3A1
9801,526,-0.0634,0.0907,0.446,0.632,MRPL19
79970,374,0.0674,0.0976,0.446,0.632,NA
3166,42.2,0.0902,0.188,0.446,0.632,HMX1
107987043,13.4,-0.0704,0.219,0.446,0.632,NA
56110,74.5,-0.0898,0.162,0.446,0.632,PCDHGA5
107986642,9.13,-0.0603,0.224,0.446,NA,NA
10365,167,-0.0841,0.137,0.447,0.632,KLF2
8503,99.8,-0.0875,0.149,0.447,0.632,PIK3R3
54931,425,-0.0739,0.111,0.447,0.633,TRMT10C
105376166,13.1,-0.0692,0.22,0.447,0.633,NA
102723475,79.2,0.0898,0.161,0.447,0.633,NA
100874058,77.3,-0.0896,0.161,0.447,0.633,COX10-DT
105376579,13.1,-0.0691,0.22,0.447,0.633,NA
2868,67,0.0906,0.17,0.447,0.633,GRK4
201254,421,-0.07,0.103,0.447,0.633,CENPX
390980,203,-0.0806,0.127,0.447,0.633,ZNF805
729603,60.4,-0.0901,0.184,0.447,0.633,NA
100034743,19.9,-0.078,0.213,0.447,0.633,NA
113457,11.4,-0.0629,0.223,0.447,0.633,TUBA3D
341640,7510,-0.0384,0.0627,0.447,0.633,FREM2
100216546,309,-0.0718,0.107,0.447,0.633,NA
352887,22.3,0.0811,0.21,0.447,0.633,NA
60686,230,-0.0772,0.119,0.448,0.633,C14orf93
3767,147,0.0837,0.135,0.448,0.633,KCNJ11
347736,128,-0.0847,0.14,0.448,0.633,NME9
9441,195,0.0801,0.126,0.448,0.633,MED26
102724262,57.5,0.0907,0.175,0.448,0.634,NA
51318,636,0.067,0.0974,0.448,0.634,MRPL35
729092,79.9,0.0893,0.159,0.448,0.634,AGAP5
347688,32.4,0.0852,0.203,0.448,0.634,TUBB8
23155,453,-0.0652,0.0944,0.448,0.634,CLCC1
2100,14.9,0.0719,0.218,0.448,0.634,ESR2
54960,384,0.0693,0.102,0.449,0.634,GEMIN8
284486,10.8,0.0626,0.223,0.449,0.634,THEM5
79058,384,-0.0699,0.104,0.449,0.634,ASPSCR1
10116,1620,-0.0524,0.0732,0.449,0.634,FEM1B
4537,49600,-0.0479,0.064,0.449,0.634,MT-ND3
113218503,21.2,-0.0802,0.21,0.449,0.634,NA
54554,202,-0.0806,0.128,0.449,0.635,WDR5B
8314,1590,0.0533,0.0745,0.449,0.635,BAP1
11107,225,0.08,0.126,0.449,0.635,PRDM5
29107,195,-0.0783,0.122,0.45,0.635,NXT1
100533184,36.5,-0.087,0.196,0.45,0.635,NA
441191,453,-0.0647,0.0939,0.45,0.635,RNF216P1
105373991,31.9,0.0865,0.199,0.45,0.635,NA
7133,9.47,-0.0618,0.223,0.45,NA,TNFRSF1B
2319,2240,0.0521,0.0737,0.45,0.635,FLOT2
5589,4020,-0.0552,0.0778,0.45,0.635,PRKCSH
105377887,103,-0.0867,0.148,0.45,0.635,NA
55270,322,-0.0701,0.104,0.45,0.636,NUDT15
51154,618,0.0608,0.087,0.45,0.636,MRTO4
10640,822,-0.0712,0.107,0.451,0.636,EXOC5
6201,11100,-0.0426,0.0586,0.451,0.636,RPS7
23438,780,-0.0567,0.0808,0.451,0.636,HARS2
101928100,10.6,-0.063,0.223,0.451,0.636,KLRK1-AS1
107985200,18.4,-0.0766,0.214,0.451,0.636,LINC02802; LSP1P5
93185,496,-0.066,0.0968,0.451,0.636,IGSF8
3953,244,-0.074,0.113,0.451,0.636,LEPR
151516,36.4,-0.0873,0.194,0.451,0.637,ASPRV1
107984440,13.4,-0.0694,0.219,0.451,0.637,HSPB8-AS1
79974,36,-0.0873,0.194,0.451,0.637,CPED1
57529,13.1,-0.0679,0.22,0.451,0.637,RTL9
100101440,37.5,-0.0871,0.194,0.452,0.637,NA
59342,482,-0.064,0.0933,0.452,0.637,SCPEP1
111089941,384,0.0666,0.0979,0.452,0.637,EDEM2
222161,453,-0.0669,0.0986,0.452,0.637,NA
677809,12.5,0.0686,0.22,0.452,0.637,SNORA24
7549,152,0.0819,0.133,0.452,0.638,ZNF2
169792,79.4,-0.0891,0.168,0.453,0.638,GLIS3
1445,755,-0.0583,0.0835,0.453,0.638,CSK
677826,21.2,-0.0791,0.21,0.453,0.638,SNORA3B
147495,286,0.0724,0.11,0.453,0.638,APCDD1
51742,495,-0.0675,0.1,0.453,0.638,ARID4B
79623,22.6,0.08,0.209,0.453,0.638,GALNT14
3570,44.2,0.0889,0.186,0.453,0.638,IL6R
9892,36.7,0.0872,0.194,0.453,0.638,SNAP91
283464,288,-0.0813,0.132,0.453,0.638,GXYLT1
9547,209,0.0758,0.117,0.453,0.639,CXCL14
60558,551,-0.0718,0.109,0.453,0.639,GUF1
166379,88.6,0.0878,0.157,0.454,0.639,BBS12
93380,415,-0.0882,0.186,0.454,0.639,MMGT1
284391,744,0.0597,0.086,0.454,0.639,ZNF844
149069,29.5,0.0839,0.203,0.454,0.639,DCDC2B
56052,290,0.0733,0.112,0.454,0.639,ALG1
79953,192,-0.0774,0.122,0.454,0.639,SYNDIG1
4090,753,-0.0681,0.102,0.454,0.639,SMAD5
101927292,81,-0.0876,0.158,0.454,0.639,LINC02395
3556,88.7,0.0875,0.155,0.454,0.639,IL1RAP
23584,11.5,0.063,0.223,0.454,0.639,VSIG2
55365,269,0.0729,0.111,0.455,0.64,TMEM176A
3242,13.4,-0.0677,0.22,0.455,0.64,HPD
9900,250,0.0729,0.111,0.455,0.64,SV2A
7428,1130,-0.0521,0.0737,0.455,0.64,VHL
105376156,48.9,-0.0884,0.184,0.455,0.64,FANCC
100507346,40.2,-0.0874,0.19,0.455,0.64,NA
7156,755,0.0585,0.0847,0.455,0.64,TOP3A
80124,245,-0.0733,0.113,0.455,0.64,VCPIP1
26050,24.4,-0.0814,0.206,0.455,0.64,SLITRK5
27111,24.7,-0.0817,0.205,0.456,0.64,SDCBP2
54205,4670,-0.0487,0.0685,0.456,0.641,CYCS
283683,18.8,-0.076,0.213,0.456,0.641,NA
4205,3070,0.0434,0.0602,0.456,0.641,MEF2A
125919,135,-0.0847,0.146,0.456,0.641,ZNF543
101409261,9.98,0.0624,0.223,0.456,NA,NA
693206,20.1,0.0779,0.211,0.456,0.641,MIR621
284273,723,0.0573,0.0823,0.456,0.641,PTGR3
55293,221,-0.077,0.122,0.456,0.641,UEVLD
7223,9.42,-0.0602,0.223,0.456,NA,TRPC4
7268,310,0.0694,0.104,0.456,0.641,TTC4
79175,176,0.0784,0.126,0.456,0.641,ZNF343
100008588,562,-0.0621,0.0911,0.457,0.641,NA
101928371,73.3,-0.0883,0.168,0.457,0.641,EIF2AK3-AS1
653275,409,-0.0672,0.101,0.457,0.642,CFC1; CFC1B
66036,589,0.0602,0.0874,0.457,0.642,MTMR9
1390,1090,0.0516,0.0735,0.457,0.642,CREM
65055,638,-0.0598,0.0871,0.457,0.642,REEP1
5467,886,0.0585,0.0857,0.457,0.642,PPARD
51115,1220,-0.0545,0.0782,0.457,0.642,RMDN1
2558,40.8,-0.0871,0.189,0.458,0.642,GABRA5
100510707,10.3,0.0637,0.222,0.458,NA,NA
23076,558,-0.0621,0.0913,0.458,0.642,RRP1B
79666,334,-0.0733,0.114,0.458,0.642,PLEKHF2
134957,168,-0.0812,0.134,0.458,0.642,STXBP5
55793,327,-0.07,0.107,0.458,0.643,MINDY1
60684,740,0.0626,0.0925,0.458,0.643,TRAPPC11
10923,1490,-0.0624,0.0921,0.458,0.643,SUB1
84947,221,0.0759,0.119,0.459,0.643,SERAC1
8111,30.7,-0.084,0.199,0.459,0.644,GPR68
79132,13.4,-0.0673,0.219,0.459,0.644,DHX58
23596,167,-0.0812,0.135,0.459,0.644,OPN3; CHML
5087,2940,-0.045,0.0633,0.459,0.644,PBX1
6899,74.8,0.0875,0.163,0.459,0.644,TBX1
23741,2660,0.0491,0.0699,0.459,0.644,EID1
81888,230,0.0738,0.115,0.459,0.644,HYI
102724479,34.2,-0.0852,0.195,0.46,0.644,NA
100874246,12.8,-0.0648,0.221,0.46,0.645,ARHGAP31-AS1
142686,43.6,-0.0869,0.186,0.46,0.645,ASB14
375189,37.7,-0.0859,0.192,0.46,0.645,PFN4
4166,45,-0.087,0.185,0.46,0.645,CHST6
100423004,9.97,0.0618,0.222,0.46,NA,MIR4315-1
29904,539,-0.0597,0.0875,0.46,0.645,EEF2K
10536,378,0.0702,0.107,0.46,0.645,P3H3
107985325,50.3,-0.0873,0.184,0.46,0.645,NA
84216,258,-0.0788,0.129,0.46,0.645,TMEM117
374650,76.9,-0.0868,0.161,0.46,0.645,NA
6888,1690,-0.0488,0.0694,0.46,0.645,TALDO1
131601,489,-0.0639,0.0953,0.46,0.645,TPRA1
107984830,9.46,-0.0588,0.223,0.46,NA,NA
107984841,157,0.0801,0.132,0.46,0.645,NA
23645,3030,0.0515,0.0737,0.46,0.645,PPP1R15A
107985541,9.97,0.0615,0.223,0.46,NA,NA
29967,431,0.0637,0.0947,0.461,0.645,LRP12
200810,14.1,-0.0689,0.218,0.461,0.645,NA
2958,729,-0.0574,0.0837,0.461,0.645,GTF2A2
1592,15.3,0.0704,0.217,0.461,0.645,CYP26A1
130872,1370,-0.0506,0.0728,0.461,0.646,NA
64399,123,-0.0833,0.144,0.461,0.646,HHIP
105375549,11.6,-0.0646,0.221,0.461,0.646,NA
100132911,27.6,-0.0819,0.203,0.461,0.646,NA
10485,30.9,0.0832,0.2,0.461,0.646,MIR9-1HG
112268430,3020,0.058,0.0846,0.461,0.646,NA
9831,475,-0.0617,0.0914,0.461,0.646,ZNF623
6559,9.8,-0.0608,0.222,0.462,NA,SLC12A3
5271,81.8,-0.0866,0.162,0.462,0.646,SERPINB8
101927751,28.5,-0.0826,0.2,0.462,0.646,ALDH1A3-AS1
7089,1100,-0.0575,0.0842,0.462,0.647,TLE2
7703,648,-0.0584,0.0858,0.462,0.647,PCGF2
106631777,4680,0.0495,0.0707,0.462,0.647,NA
6619,1020,0.0592,0.0869,0.462,0.647,SNAPC3
102724805,20.1,0.0766,0.211,0.462,0.647,NA
389432,45.5,-0.0854,0.192,0.462,0.647,SAMD5
2806,3760,0.0428,0.0603,0.462,0.647,GOT2
158830,9.79,-0.0599,0.223,0.463,NA,CXorf65
26025,78.2,-0.0861,0.159,0.463,0.647,PCDHGA12
84365,422,-0.0641,0.0963,0.463,0.647,NIFK
24148,2530,-0.0552,0.0804,0.463,0.647,PRPF6
285016,15.2,0.0695,0.218,0.463,0.647,ALKAL2
3133,1470,-0.0515,0.0743,0.463,0.647,HLA-E
6399,171,-0.0798,0.133,0.463,0.647,TRAPPC2B; TRAPPC2
8928,123,0.0825,0.141,0.463,0.647,FOXH1
7770,323,-0.07,0.108,0.463,0.647,ZNF227
646074,24.8,-0.0795,0.206,0.463,0.647,NA
51696,419,-0.0683,0.105,0.463,0.647,HECA
81034,414,-0.0663,0.101,0.463,0.647,SLC25A32
7579,181,-0.0764,0.124,0.463,0.647,ZSCAN20
162394,413,-0.0659,0.1,0.463,0.647,SLFN5
57558,337,0.0659,0.0998,0.463,0.647,USP35
55565,203,0.0767,0.124,0.464,0.648,ZNF821
56941,672,-0.0562,0.0819,0.464,0.648,HMCES
136227,527,0.0633,0.0947,0.464,0.648,COL26A1
79679,6590,0.0439,0.0622,0.464,0.648,VTCN1
9722,78.8,-0.0865,0.165,0.464,0.648,NOS1AP
84343,306,0.0724,0.113,0.464,0.648,HPS3
102724312,121,0.0832,0.145,0.464,0.648,LINC01770
22871,71.6,-0.0864,0.164,0.464,0.648,NLGN1
27037,444,0.0684,0.105,0.464,0.648,TRMT2A
56946,579,0.0591,0.0873,0.464,0.648,EMSY
101929441,20.7,0.077,0.21,0.464,0.648,ERLNC1
10667,234,0.0718,0.112,0.464,0.648,FARS2
23080,949,-0.0524,0.076,0.464,0.648,AVL9
63932,546,-0.0628,0.0944,0.465,0.649,STEEP1
7542,579,0.0645,0.0972,0.465,0.649,ZFPL1
151393,62.8,-0.0866,0.175,0.465,0.649,RMDN2
552891,258,0.0731,0.115,0.465,0.649,DNAJC25-GNG10
118460,462,0.0622,0.0932,0.465,0.649,EXOSC6
124454,492,0.0626,0.0938,0.465,0.649,EARS2
57611,16.9,0.0693,0.217,0.465,0.649,ISLR2
540,456,-0.0637,0.096,0.465,0.649,ATP7B
101059906,31.4,-0.0829,0.198,0.465,0.649,NA
1506,42,0.0861,0.187,0.465,0.649,CTRL
100271715,9.99,0.0604,0.222,0.465,NA,ARHGEF33
100130987,17.8,-0.071,0.215,0.466,0.649,NA
79796,673,-0.0586,0.087,0.466,0.65,ALG9
54957,167,-0.0774,0.128,0.466,0.65,TXNL4B
8239,2570,-0.0535,0.0785,0.466,0.65,USP9X
8139,138,0.0823,0.142,0.466,0.65,GAN
5439,847,0.0587,0.0869,0.466,0.65,POLR2J
84105,130,-0.0805,0.137,0.466,0.65,PCBD2
11146,119,-0.0549,0.224,0.466,0.65,GLMN
100302174,40.9,0.0846,0.193,0.467,0.65,MIR1307
51028,1030,-0.0514,0.0748,0.467,0.65,VPS36
2110,703,0.0597,0.0893,0.467,0.65,ETFDH
11091,668,-0.0577,0.0857,0.467,0.651,WDR5
7761,40.5,-0.0849,0.189,0.467,0.651,ZNF214
1659,1110,0.0541,0.0792,0.467,0.651,DHX8
98,196,-0.0766,0.126,0.467,0.651,ACYP2
8819,449,0.0645,0.098,0.467,0.651,SAP30
51726,1100,-0.0523,0.0764,0.467,0.651,DNAJB11
84804,243,0.0713,0.112,0.468,0.651,MFSD9
121053,215,0.0728,0.116,0.468,0.651,NOPCHAP1
105376845,24.2,0.0787,0.206,0.468,0.651,NA
151306,12.5,0.0641,0.22,0.468,0.652,GPBAR1
643783,22.5,0.076,0.21,0.468,0.652,NA
57191,28.5,-0.0811,0.201,0.468,0.652,VN1R1
64223,991,0.0551,0.0811,0.468,0.652,MLST8
107986934,28.9,-0.0815,0.2,0.468,0.652,NA
105378552,31.7,-0.0825,0.197,0.468,0.652,NA
3190,10100,-0.0419,0.06,0.468,0.652,HNRNPK
8815,1970,-0.0452,0.0654,0.468,0.652,BANF1
107984690,38.7,-0.0845,0.19,0.469,0.652,NA
64431,168,-0.0804,0.202,0.469,0.652,ACTR6
102724102,29.8,0.0814,0.201,0.469,0.652,NA
213,920,-0.0578,0.0863,0.469,0.652,ALB
9487,383,0.0653,0.1,0.469,0.652,PIGL
65999,43.6,0.085,0.189,0.469,0.652,LRRC61
393,278,0.0694,0.109,0.469,0.652,ARHGAP4
120534,424,-0.065,0.1,0.469,0.653,ARL14EP
64419,695,-0.0551,0.0815,0.469,0.653,MTMR14
101928005,10.6,0.0619,0.221,0.469,0.653,NA
56109,84.3,-0.0842,0.156,0.469,0.653,PCDHGA6
5999,546,0.0607,0.0914,0.469,0.653,RGS4
100302111,17.6,0.073,0.213,0.47,0.653,MIR1184-1
25979,351,-0.0681,0.107,0.47,0.653,DHRS7B
818,554,0.0602,0.0905,0.47,0.653,CAMK2G
101927566,20.1,0.0743,0.212,0.47,0.653,NA
63982,16.6,-0.0703,0.215,0.47,0.653,ANO3
26207,273,-0.0708,0.113,0.47,0.653,PITPNC1
7342,1030,0.0535,0.0788,0.47,0.653,UBP1
2971,1200,-0.0502,0.0734,0.47,0.653,GTF3A
4534,122,0.0812,0.141,0.47,0.653,MTM1
642273,195,-0.0772,0.129,0.471,0.654,FAM110C
55314,245,0.0732,0.118,0.471,0.654,TMEM144
286016,16.3,0.0701,0.216,0.471,0.654,NA
2060,1700,-0.0519,0.0763,0.471,0.654,EPS15
79624,448,-0.0644,0.0993,0.471,0.654,ARMT1
105372824,13.8,-0.0658,0.218,0.471,0.654,NA
107985400,25.5,0.0791,0.205,0.471,0.654,NA
724102,42.7,-0.084,0.189,0.471,0.654,SNHG4
91801,188,-0.0748,0.123,0.471,0.654,ALKBH8
101929767,49.8,-0.0853,0.18,0.471,0.654,NA
100289410,84.3,0.0846,0.158,0.471,0.654,NA
79002,2250,-0.0508,0.0747,0.471,0.654,TRIR
2239,984,-0.0509,0.0751,0.472,0.655,GPC4
105379493,13.1,-0.0634,0.22,0.472,0.655,NA
55917,527,-0.0579,0.0871,0.472,0.655,CTTNBP2NL
57690,409,0.0628,0.0961,0.472,0.655,TNRC6C
644873,133,-0.0805,0.141,0.472,0.655,SLC12A2-DT
100506428,51.6,0.0854,0.182,0.472,0.655,CBR3-AS1
11103,705,-0.0681,0.103,0.472,0.655,KRR1
728039,24.3,0.0774,0.207,0.472,0.655,NA
5819,2600,0.0544,0.0805,0.472,0.655,NECTIN2
64800,22.9,-0.0769,0.207,0.472,0.655,EFCAB6
54834,285,0.0702,0.111,0.472,0.655,GDAP2
100507032,37.4,-0.0824,0.194,0.473,0.655,TMCC1-DT
814,289,0.0851,0.184,0.473,0.655,CAMK4
100507458,121,-0.0806,0.142,0.473,0.655,ZNF213-AS1
63929,441,-0.0608,0.0928,0.473,0.656,XPNPEP3
101927888,20.8,0.0745,0.211,0.473,0.656,NA
107986985,82,0.0845,0.161,0.473,0.656,NA
9321,748,0.0603,0.0923,0.473,0.656,TRIP11
105373997,8.28,-0.0554,0.223,0.473,NA,NA
107985471,63.1,0.0852,0.17,0.474,0.656,NA
23385,2720,0.044,0.0641,0.474,0.657,NCSTN
152579,169,0.0788,0.135,0.474,0.657,SCFD2
23335,329,0.0647,0.1,0.474,0.657,WDR7
64065,2290,0.0565,0.0847,0.474,0.657,PERP
388789,615,-0.0558,0.084,0.474,0.657,SMIM26
9136,300,0.0695,0.111,0.474,0.657,RRP9
26091,753,-0.0621,0.0962,0.474,0.657,HERC4
4437,314,-0.0701,0.112,0.474,0.657,MSH3
128178,80.8,-0.0838,0.159,0.474,0.657,EDARADD
239,88.9,-0.0831,0.155,0.474,0.657,ALOX12
57449,786,0.0648,0.101,0.475,0.657,PLEKHG5
105372411,44.7,0.0846,0.183,0.475,0.657,NA
22955,849,-0.0548,0.0824,0.475,0.657,SCMH1
105377029,9.78,-0.0582,0.222,0.475,NA,NA
83548,794,0.058,0.0889,0.475,0.657,COG3
143630,15.3,0.0657,0.218,0.475,0.657,UBQLNL
83452,211,-0.0714,0.116,0.475,0.658,RAB33B
113540,31.4,-0.0804,0.199,0.475,0.658,CMTM1
100505636,25.6,0.0782,0.204,0.476,0.658,NA
200035,161,0.076,0.128,0.476,0.658,NUDT17
165082,37.2,0.0829,0.192,0.476,0.658,ADGRF3
55825,135,0.0809,0.144,0.476,0.658,PECR
50848,3900,-0.042,0.0613,0.476,0.658,F11R
105755954,20.4,-0.0741,0.209,0.476,0.659,NA
5317,11,0.0615,0.221,0.476,0.659,PKP1
6386,3620,-0.0506,0.0743,0.476,0.659,SDCBP
102724397,11.3,0.0629,0.22,0.476,0.659,TWSG1-DT
23392,2580,0.0507,0.075,0.477,0.659,ECPAS
503538,55,0.0847,0.177,0.477,0.659,A1BG-AS1
10537,36.7,-0.0816,0.194,0.477,0.659,UBD
2762,114,0.0807,0.144,0.477,0.659,GMDS
107986163,49.8,-0.084,0.181,0.477,0.659,NA
50636,412,-0.0656,0.103,0.477,0.659,ANO7
1939,1140,0.0497,0.0744,0.477,0.659,EIF2D
101928042,14.7,-0.0673,0.216,0.477,0.659,NA
1024,780,-0.0535,0.0803,0.477,0.66,CDK8
