ID,Description,NGenes,Direction,PValue,FDR
WP4224,Purine metabolism and related disorders,20,Down,7.127521297534861e-4,0.019006723460092963
WP2911,miRNA targets in ECM and membrane receptors,22,Down,7.981110648673316e-4,0.01989167073066728
WP5343,Abnormal calcium handling and its effects on muscle contraction in DMD,12,Up,8.011922933185432e-4,0.01989167073066728
WP4022,Pyrimidine metabolism,83,Down,8.562620448628093e-4,0.020088328262543753
WP2004,miR targeted genes in lymphocytes,405,Down,8.649141335261894e-4,0.020088328262543753
WP5188,Retinol metabolism,10,Up,9.086299871485808e-4,0.020444174710843067
WP3888,VEGFA VEGFR2 signaling,422,Down,0.0010266743767077381,0.021823757790354215
WP3937,Microglia pathogen phagocytosis pathway,40,Down,0.0010305663401000602,0.021823757790354215
WP2272,Pathogenic Escherichia coli infection,50,Down,0.0011184777675817105,0.023008685504538048
WP45,G1 to S cell cycle control,61,Down,0.001217561205080142,0.0239862392654448
WP2895,Differentiation of white and brown adipocyte,25,Up,0.0012326261844742468,0.0239862392654448
WP2855,Dopaminergic neurogenesis,14,Up,0.0013386995880535913,0.025141304460558317
WP43,Oxidation by cytochrome P450,33,Up,0.0013618206582802423,0.025141304460558317
WP4589,Major receptors targeted by epinephrine and norepinephrine,13,Up,0.001516971676931739,0.0273054901847713
WP707,DNA damage response,67,Down,0.0018525333370723932,0.03253229274858837
