Gene ID,Mean Expr,log2FC,log2FC SE,p-value,adj. p-value,Gene Symbol,Entrez Gene ID
ENSG00000075142,1260,-0.146,0.0558,0.00509,0.0282,SRI,6717
ENSG00000266028,2670,-0.133,0.049,0.00509,0.0282,SRGAP2,23380
ENSG00000084463,2060,-0.127,0.0473,0.00509,0.0282,WBP11,51729
ENSG00000008710,1510,-0.211,0.0868,0.0051,0.0282,PKD1,5310
ENSG00000254951,67.9,0.456,0.26,0.0051,0.0282,LOC283299,283299
ENSG00000294255,2910,-0.791,0.702,0.0051,0.0283,NA,NA
ENSG00000160613,1090,-0.156,0.0602,0.00511,0.0283,PCSK7,9159
ENSG00000117226,278,-0.265,0.117,0.00511,0.0283,GBP3,2635
ENSG00000121904,439,-0.256,0.112,0.00512,0.0283,CSMD2,114784
ENSG00000102786,1230,0.179,0.0708,0.00512,0.0283,INTS6,26512
ENSG00000099365,168,-0.327,0.157,0.00513,0.0284,STX1B,112755
ENSG00000143318,40.8,0.716,0.55,0.00514,0.0284,CASQ1,844
ENSG00000308188,17.2,0.82,0.648,0.00514,NA,NA,NA
ENSG00000131174,1070,0.182,0.0721,0.00514,0.0284,COX7B,1349
ENSG00000215252,1860,0.176,0.0694,0.00515,0.0285,GOLGA8A; GOLGA8B,23015; 440270
ENSG00000104231,546,0.215,0.0887,0.00516,0.0285,ZFAND1,79752
ENSG00000226711,97,-0.431,0.241,0.00519,0.0286,FAM66C,440078
ENSG00000186439,303,0.851,0.801,0.00519,0.0286,TRDN,10345
ENSG00000198952,1870,-0.143,0.0548,0.00519,0.0286,SMG5,23381
ENSG00000167526,8820,-0.142,0.054,0.00521,0.0288,RPL13,6137
ENSG00000255652,324,-0.802,0.765,0.00522,0.0288,LINC02963,123706542
ENSG00000131653,1610,-0.167,0.0648,0.00523,0.0288,TRAF7,84231
ENSG00000279192,81.4,0.936,1.06,0.00524,0.0288,PWAR5,8123
ENSG00000173641,1540,0.906,0.905,0.00524,0.0289,HSPB7,27129
ENSG00000198692,476,0.215,0.0903,0.00525,0.0289,EIF1AY,9086
ENSG00000151320,385,0.532,0.339,0.00525,0.0289,AKAP6,9472
ENSG00000146700,172,0.325,0.155,0.00525,0.0289,SSC4D,136853
ENSG00000104866,419,-0.224,0.0939,0.00526,0.0289,PPP1R37,284352
ENSG00000171960,438,-0.213,0.0884,0.00526,0.0289,PPIH,10465
ENSG00000164951,1860,-0.185,0.0729,0.00526,0.0289,PDP1,54704
ENSG00000185262,331,-0.248,0.107,0.00526,0.0289,UBALD2,283991
ENSG00000163393,222,0.3,0.14,0.00527,0.0289,SLC22A15,55356
ENSG00000124749,107,0.761,0.652,0.00528,0.029,COL21A1,81578
ENSG00000136770,945,0.18,0.0718,0.00528,0.029,DNAJC1,64215
ENSG00000154721,336,-0.276,0.125,0.00529,0.0291,JAM2,58494
ENSG00000183530,1820,0.143,0.0547,0.0053,0.0291,PRR14L,253143
ENSG00000189221,146,0.366,0.188,0.00531,0.0291,MAOA,4128
ENSG00000102898,3590,-0.189,0.0759,0.00532,0.0292,NUTF2,10204
ENSG00000284292,11.3,0.103,0.211,0.00532,NA,NA,NA
ENSG00000170949,1110,0.164,0.0641,0.00533,0.0292,ZNF160,90338
ENSG00000158560,108,0.408,0.22,0.00534,0.0292,DYNC1I1,1780
ENSG00000114544,472,-0.236,0.101,0.00535,0.0293,SLC41A3,54946
ENSG00000170054,25.7,-0.718,0.581,0.00536,0.0294,SERPINA9,327657
ENSG00000289493,88.3,0.902,1.01,0.00536,0.0294,NA,NA
ENSG00000122335,474,0.21,0.0869,0.00537,0.0294,SERAC1,84947
ENSG00000177602,123,-0.337,0.168,0.00537,0.0294,HASPIN,83903
ENSG00000224294,95.3,0.395,0.211,0.00537,0.0294,PINCR,101927501
ENSG00000175573,337,-0.272,0.122,0.00539,0.0295,C11orf68,83638
ENSG00000260027,37.2,0.972,0.76,0.00539,0.0295,HOXB7,3217
ENSG00000152256,1370,0.321,0.155,0.0054,0.0295,PDK1,5163
ENSG00000186350,590,-0.21,0.0868,0.0054,0.0295,RXRA,6256
ENSG00000253710,1930,0.152,0.0586,0.0054,0.0295,ALG11,440138
ENSG00000196678,338,-0.242,0.104,0.00542,0.0296,ERI2,112479
ENSG00000129991,45.4,0.873,0.815,0.00542,0.0296,TNNI3,7137
ENSG00000083845,4430,-0.148,0.0568,0.00542,0.0296,RPS5,6193
ENSG00000139613,2290,-0.116,0.0428,0.00543,0.0296,SMARCC2,6601
ENSG00000165138,520,-0.218,0.0918,0.00544,0.0297,ANKS6,203286
ENSG00000002933,17.3,1.03,1.07,0.00545,NA,TMEM176A,55365
ENSG00000243232,300,0.405,0.221,0.00546,0.0297,PCDHAC2,56134
ENSG00000178974,687,0.192,0.0776,0.00546,0.0297,FBXO34,55030
ENSG00000052749,657,-0.21,0.087,0.00546,0.0297,RRP12,23223
ENSG00000228980,18.9,0.805,0.665,0.00547,NA,LINC01205,401082
ENSG00000154447,1020,0.199,0.0812,0.00547,0.0298,SH3RF1,57630
ENSG00000171824,1740,-0.125,0.0472,0.00548,0.0298,EXOSC10,5394
ENSG00000014216,2430,0.163,0.0637,0.00548,0.0298,CAPN1,823
ENSG00000244198,158,0.321,0.155,0.00549,0.0299,NA,NA
ENSG00000153714,170,0.332,0.163,0.00549,0.0299,LURAP1L,286343
ENSG00000088726,42.4,0.586,0.397,0.00549,0.0299,TMEM40,55287
ENSG00000270629,2660,-0.144,0.0556,0.0055,0.0299,NBPF14,25832
ENSG00000125726,6.01,0.104,0.213,0.00551,NA,CD70,970
ENSG00000105829,466,0.266,0.12,0.00552,0.03,BET1,10282
ENSG00000185504,447,-0.221,0.0935,0.00553,0.03,FAAP100,80233
ENSG00000183207,1020,-0.185,0.0745,0.00554,0.0301,RUVBL2,10856
ENSG00000198648,1390,0.179,0.0717,0.00555,0.0301,STK39,27347
ENSG00000280780,126,0.359,0.184,0.00556,0.0301,JAKMIP2-AS1,153469
ENSG00000198722,1590,0.153,0.0593,0.00559,0.0303,UNC13B,10497
ENSG00000069998,357,-0.273,0.124,0.00559,0.0303,HDHD5,27440
ENSG00000006194,627,-0.186,0.0751,0.0056,0.0304,ZNF263,10127
ENSG00000087088,1230,-0.182,0.0729,0.00561,0.0304,BAX,581
ENSG00000126016,903,0.187,0.076,0.00561,0.0304,AMOT,154796
ENSG00000133138,863,0.194,0.079,0.00561,0.0304,TBC1D8B,54885
ENSG00000185737,92.9,0.433,0.245,0.00566,0.0306,NRG3,10718
ENSG00000159055,204,-0.299,0.142,0.00566,0.0306,MIS18A,54069
ENSG00000183484,20.2,0.706,0.558,0.00566,0.0306,GPR132,29933
ENSG00000099800,494,-0.235,0.102,0.00566,0.0306,TIMM13,26517
ENSG00000260802,10.7,0.134,0.25,0.00567,NA,SERTM2,401613
ENSG00000165125,98,-0.368,0.192,0.00567,0.0307,TRPV6,55503
ENSG00000178187,22.6,-0.734,0.592,0.00568,0.0307,ZNF454,285676
ENSG00000147655,59.3,0.542,0.364,0.00568,0.0307,RSPO2,340419
ENSG00000183230,277,0.716,0.639,0.00569,0.0308,CTNNA3,29119
ENSG00000131848,84.9,-0.396,0.217,0.00571,0.0308,ZSCAN5A,79149
ENSG00000113583,2160,0.157,0.0614,0.00571,0.0308,C5orf15,56951
ENSG00000204611,327,0.243,0.106,0.00572,0.0308,ZNF616,90317
ENSG00000005486,678,-0.225,0.0959,0.00573,0.0309,RHBDD2,57414
ENSG00000188825,98.3,-0.406,0.225,0.00575,0.031,LINC00910,100130581
ENSG00000290461,17.1,0.821,0.791,0.00577,NA,CYP4F35P,284233
ENSG00000124701,88.3,0.871,1.41,0.00578,0.0311,APOBEC2,10930
ENSG00000107984,263,0.286,0.134,0.00579,0.0312,DKK1,22943
ENSG00000120658,124,-0.377,0.202,0.0058,0.0313,ENOX1,55068
ENSG00000107554,1370,0.155,0.0607,0.0058,0.0313,DNMBP,23268
ENSG00000168398,94.6,0.423,0.24,0.00581,0.0313,BDKRB2,624
ENSG00000140931,1520,-0.142,0.0553,0.00582,0.0313,CMTM3,123920
ENSG00000184922,101,-0.376,0.201,0.00583,0.0314,FMNL1,752
ENSG00000110435,776,0.193,0.0791,0.00584,0.0314,PDHX,8050
ENSG00000131697,176,-0.307,0.15,0.00585,0.0315,NPHP4,261734
ENSG00000031698,4920,-0.122,0.0466,0.00585,0.0315,SARS1,6301
ENSG00000166012,2640,-0.153,0.0601,0.00588,0.0316,TAF1D,79101
ENSG00000138246,2840,0.115,0.0436,0.00588,0.0316,DNAJC13,23317
ENSG00000250742,33.7,0.58,0.41,0.0059,0.0317,LINC02381,400043
ENSG00000174945,115,-0.35,0.181,0.00591,0.0317,AMZ1,155185
ENSG00000305512,161,-0.335,0.169,0.00591,0.0317,NA,NA
ENSG00000016391,72.4,0.438,0.257,0.00592,0.0318,CHDH,55349
ENSG00000110900,510,-0.211,0.0898,0.00593,0.0318,TSPAN11,441631
ENSG00000167470,2170,-0.171,0.0686,0.00594,0.0318,MIDN,90007
ENSG00000134775,1680,0.399,0.222,0.00594,0.0318,FHOD3,80206
ENSG00000177283,230,0.345,0.177,0.00597,0.032,FZD8,8325
ENSG00000249042,144,0.336,0.17,0.00598,0.032,FAM151B-DT,121232370
ENSG00000163082,35.1,0.689,0.573,0.00598,0.032,SGPP2,130367
ENSG00000070778,1680,0.135,0.0533,0.00598,0.032,PTPN21,11099
ENSG00000149480,2210,-0.128,0.049,0.00598,0.032,MTA2,9219
ENSG00000171791,254,-0.31,0.153,0.00603,0.0322,BCL2,596
ENSG00000049283,11.2,0.922,0.926,0.00605,NA,EPN3,55040
ENSG00000137831,7230,0.153,0.0605,0.00605,0.0324,UACA,55075
ENSG00000152409,670,0.207,0.0872,0.00607,0.0324,JMY,133746
ENSG00000175467,895,-0.166,0.0665,0.00609,0.0326,SART1,9092
ENSG00000233101,8.13,0.0585,0.176,0.0061,NA,HOXB-AS3,404266
ENSG00000147166,122,0.731,0.741,0.0061,0.0326,ITGB1BP2,26548
ENSG00000198624,207,0.427,0.249,0.0061,0.0326,CCDC69,26112
ENSG00000106628,783,-0.204,0.0852,0.0061,0.0326,POLD2,5425
ENSG00000151322,158,-0.323,0.161,0.0061,0.0326,NPAS3,64067
ENSG00000176692,170,-0.329,0.166,0.00611,0.0326,FOXC2,2303
ENSG00000166265,440,-0.231,0.101,0.00611,0.0326,CYYR1,116159
ENSG00000102805,920,0.175,0.0711,0.00612,0.0327,CLN5,1203
ENSG00000170214,105,-0.362,0.192,0.00613,0.0327,ADRA1B,147
ENSG00000291118,301,-0.272,0.126,0.00614,0.0327,ZNF767P,79970
ENSG00000118200,3500,0.149,0.0584,0.00614,0.0327,CAMSAP2,23271
ENSG00000128595,28800,0.0853,0.0321,0.00615,0.0327,CALU,813
ENSG00000104147,60.2,-0.473,0.298,0.00617,0.0328,OIP5,11339
ENSG00000139044,332,0.511,0.346,0.00617,0.0329,B4GALNT3,283358
ENSG00000110925,1530,0.133,0.0514,0.00617,0.0329,CSRNP2,81566
ENSG00000166025,3870,-0.11,0.0419,0.00618,0.0329,AMOTL1,154810
ENSG00000149499,341,-0.247,0.11,0.00621,0.033,EML3,256364
ENSG00000286190,1230,-0.161,0.0642,0.00621,0.033,SMIM48; LOC124900388,728392; 124900388
ENSG00000088298,550,0.209,0.0879,0.00621,0.033,EDEM2; MMP24-AS1-EDEM2,55741; 111089941
ENSG00000095059,514,-0.227,0.0988,0.00621,0.033,DHPS,1725
ENSG00000272010,7.53,0.093,0.201,0.00622,NA,NA,NA
ENSG00000290989,276,0.25,0.112,0.00623,0.0331,SEPTIN7P13,100287497
ENSG00000113360,1790,-0.122,0.047,0.00625,0.0332,DROSHA,29102
ENSG00000123374,998,-0.172,0.0688,0.00625,0.0332,CDK2,1017
ENSG00000107521,648,-0.19,0.0786,0.00626,0.0332,HPS1,3257
ENSG00000144648,80.6,0.442,0.266,0.00627,0.0333,ACKR2,1238
ENSG00000169976,573,-0.203,0.0854,0.00627,0.0333,SF3B5,83443
ENSG00000177156,1370,-0.139,0.0541,0.00627,0.0333,TALDO1,6888
ENSG00000138593,2080,0.148,0.058,0.00628,0.0333,SECISBP2L,9728
ENSG00000205423,518,0.22,0.0946,0.0063,0.0334,CNEP1R1,255919
ENSG00000186907,13.6,-0.818,0.984,0.00632,NA,RTN4RL2,349667
ENSG00000109762,635,0.201,0.0846,0.00632,0.0335,SNX25,83891
ENSG00000162757,81.7,0.453,0.279,0.00633,0.0335,C1orf74,148304
ENSG00000122483,295,-0.287,0.137,0.00634,0.0335,CCDC18,343099
ENSG00000141076,1010,-0.171,0.0693,0.00636,0.0336,UTP4,84916
ENSG00000072042,1550,0.137,0.0533,0.00636,0.0336,RDH11,51109
ENSG00000142409,337,-0.239,0.106,0.0064,0.0338,ZNF787,126208
ENSG00000197448,996,0.171,0.0691,0.00643,0.034,GSTK1,373156
ENSG00000171988,3550,-0.111,0.0425,0.00644,0.034,JMJD1C,221037
ENSG00000136848,1490,-0.168,0.0677,0.00645,0.0341,DAB2IP,153090
ENSG00000130702,5220,0.15,0.0589,0.00645,0.0341,LAMA5,3911
ENSG00000213995,474,-0.222,0.0964,0.00646,0.0341,NAXD,55739
ENSG00000130066,3040,-0.128,0.0495,0.00646,0.0341,SAT1,6303
ENSG00000175893,820,0.241,0.107,0.00646,0.0341,ZDHHC21,340481
ENSG00000132196,122,0.341,0.177,0.00647,0.0341,HSD17B7,51478
ENSG00000119559,248,-0.305,0.15,0.00648,0.0342,C19orf25,148223
ENSG00000188404,17,-0.751,0.752,0.00648,NA,SELL,6402
ENSG00000142188,1000,0.169,0.0681,0.0065,0.0343,TMEM50B,757
ENSG00000079387,658,-0.18,0.0734,0.00651,0.0343,SENP1,29843
ENSG00000263528,325,-0.277,0.131,0.00653,0.0344,IKBKE,9641
ENSG00000066230,86.7,-0.396,0.227,0.00655,0.0345,SLC9A3,6550
ENSG00000148688,505,-0.233,0.103,0.00655,0.0345,RPP30,10556
ENSG00000023228,2920,0.141,0.0557,0.00656,0.0345,NDUFS1,4719
ENSG00000069535,26.6,0.658,0.572,0.00658,0.0346,MAOB,4129
ENSG00000211448,48.4,-0.507,0.351,0.00658,0.0346,DIO2,1734
ENSG00000057657,178,0.296,0.142,0.00658,0.0346,PRDM1,639
ENSG00000075223,12300,-0.155,0.0622,0.00659,0.0346,SEMA3C,10512
ENSG00000213762,766,-0.18,0.0736,0.0066,0.0347,ZNF134,7693
ENSG00000064726,2650,0.14,0.0549,0.0066,0.0347,BTBD1,53339
ENSG00000108515,484,0.693,0.741,0.0066,0.0347,ENO3,2027
ENSG00000205302,1960,0.15,0.0594,0.00661,0.0347,SNX2,6643
ENSG00000254602,85.8,-0.392,0.224,0.00662,0.0347,MIR130AHG,123466203
ENSG00000138111,97.9,-0.374,0.207,0.00662,0.0347,SLC68A1,79847
ENSG00000082146,909,0.174,0.0708,0.00662,0.0347,STRADB,55437
ENSG00000087053,2270,-0.133,0.0521,0.00662,0.0347,MTMR2,8898
ENSG00000196417,453,0.209,0.0894,0.00663,0.0347,ZNF765,91661
ENSG00000111667,1780,-0.165,0.0663,0.00663,0.0347,USP5,8078
ENSG00000205693,6.85,0.107,0.215,0.00663,NA,MANSC4,100287284
ENSG00000177302,918,-0.157,0.0629,0.00664,0.0348,TOP3A,7156
ENSG00000177700,569,-0.214,0.0924,0.00665,0.0348,POLR2L,5441
ENSG00000250539,71.1,0.435,0.266,0.00665,0.0348,KRT8P33,100418737
ENSG00000158470,2700,-0.112,0.043,0.00666,0.0349,B4GALT5,9334
ENSG00000197852,635,0.213,0.0915,0.00667,0.0349,INKA2,55924
ENSG00000120370,562,-0.2,0.0846,0.00667,0.0349,GORAB,92344
ENSG00000067596,1340,-0.145,0.0575,0.00667,0.0349,DHX8,1659
ENSG00000119138,277,0.271,0.128,0.00667,0.0349,KLF9,687
ENSG00000102802,108,0.404,0.235,0.00668,0.0349,MEDAG,84935
ENSG00000102870,1170,-0.15,0.0597,0.0067,0.035,ZNF629,23361
ENSG00000146063,624,-0.191,0.08,0.00673,0.0351,TRIM41,90933
ENSG00000279722,25.1,0.636,0.533,0.00673,0.0351,NA,NA
ENSG00000302272,9.65,0.124,0.235,0.00676,NA,NA,NA
ENSG00000263711,15.2,-0.73,0.777,0.00677,NA,LINC02864,400655
ENSG00000049245,3070,0.114,0.0438,0.00677,0.0353,VAMP3,9341
ENSG00000135097,588,-0.197,0.0842,0.00678,0.0354,MSI1,4440
ENSG00000053918,17.7,0.118,0.227,0.00678,NA,KCNQ1,3784
ENSG00000255112,1780,0.157,0.0629,0.00681,0.0355,CHMP1B,57132
ENSG00000163479,3740,-0.113,0.0434,0.00682,0.0356,SSR2,6746
ENSG00000079432,1270,-0.143,0.0568,0.00686,0.0357,CIC,23152
ENSG00000095794,367,0.245,0.111,0.00686,0.0357,CREM,1390
ENSG00000087077,705,-0.192,0.0799,0.00687,0.0358,TRIP6,7205
ENSG00000130313,586,-0.203,0.0867,0.00687,0.0358,PGLS,25796
ENSG00000073536,280,-0.257,0.119,0.00688,0.0358,NLE1,54475
ENSG00000137942,3650,0.126,0.0495,0.00688,0.0358,FNBP1L,54874
ENSG00000173334,1450,0.166,0.0673,0.00689,0.0358,TRIB1,10221
ENSG00000115756,237,-0.286,0.14,0.0069,0.0359,HPCAL1,3241
ENSG00000184588,219,-0.288,0.141,0.0069,0.0359,PDE4B,5142
ENSG00000188641,196,-0.287,0.14,0.0069,0.0359,DPYD,1806
ENSG00000182220,3630,0.111,0.0427,0.00692,0.0359,ATP6AP2,10159
ENSG00000127948,538,-0.199,0.0848,0.00692,0.0359,POR,5447
ENSG00000146278,853,0.197,0.0835,0.00693,0.036,PNRC1,10957
ENSG00000227057,631,-0.227,0.1,0.00693,0.036,WDR46,9277
ENSG00000310061,44.9,0.574,0.452,0.00694,0.036,LOC105379272,105379272
ENSG00000116691,131,-0.338,0.178,0.00696,0.0361,MIIP,60672
ENSG00000164342,32.5,-0.537,0.406,0.00699,0.0363,TLR3,7098
ENSG00000117791,84,0.394,0.23,0.00699,0.0363,MTARC2,54996
ENSG00000186575,1270,-0.184,0.077,0.00701,0.0363,NF2,4771
ENSG00000179476,156,0.348,0.187,0.00701,0.0363,DORIP1,122525
ENSG00000141480,206,-0.29,0.142,0.00702,0.0363,ARRB2,409
ENSG00000168528,517,-0.216,0.0943,0.00702,0.0363,SERINC2,347735
ENSG00000103811,453,0.237,0.106,0.00702,0.0363,CTSH,1512
ENSG00000117411,946,-0.207,0.089,0.00702,0.0363,B4GALT2,8704
ENSG00000108306,887,0.186,0.0779,0.00702,0.0363,FBXL20,84961
ENSG00000148400,1300,-0.181,0.0752,0.00703,0.0364,NOTCH1,4851
ENSG00000221994,47.7,0.477,0.319,0.00703,0.0364,ZNF630,57232
ENSG00000177674,185,-0.311,0.158,0.00703,0.0364,AGTRAP,57085
ENSG00000079819,1740,-0.145,0.0579,0.00704,0.0364,EPB41L2,2037
ENSG00000123144,1730,-0.159,0.0642,0.00704,0.0364,TRIR,79002
ENSG00000121236,302,0.237,0.106,0.00706,0.0365,TRIM6,117854
ENSG00000131398,310,0.247,0.112,0.00706,0.0365,KCNC3,3748
ENSG00000136877,534,-0.22,0.0969,0.00708,0.0366,FPGS,2356
ENSG00000133433,45,0.578,0.483,0.00709,0.0366,GSTT2B,653689
ENSG00000110880,9710,-0.104,0.0388,0.00712,0.0367,CORO1C,23603
ENSG00000132429,149,0.607,0.568,0.00714,0.0368,POPDC3,64208
ENSG00000179564,9.77,0.116,0.224,0.00715,NA,LSMEM2,132228
ENSG00000114439,2660,0.146,0.0581,0.00715,0.0368,BBX,56987
ENSG00000101191,1860,-0.129,0.0503,0.00715,0.0368,DIDO1,11083
ENSG00000187122,12.2,-0.146,0.268,0.00715,NA,SLIT1,6585
ENSG00000163913,588,-0.202,0.0867,0.00715,0.0368,IFT122,55764
ENSG00000105393,1040,-0.177,0.0733,0.00716,0.0369,BABAM1,29086
ENSG00000188321,157,-0.308,0.156,0.00717,0.0369,ZNF559,84527
ENSG00000145703,142,0.344,0.186,0.00718,0.0369,IQGAP2,10788
ENSG00000109084,493,-0.213,0.0938,0.00718,0.0369,TMEM97,27346
ENSG00000167371,171,-0.305,0.154,0.00718,0.0369,PRRT2,112476
ENSG00000173638,198,-0.298,0.149,0.00721,0.037,SLC19A1,6573
ENSG00000176225,523,-0.207,0.09,0.00721,0.037,RTTN,25914
ENSG00000247077,763,-0.173,0.0707,0.00721,0.0371,PGAM5,192111
ENSG00000108518,12600,-0.0969,0.0369,0.00721,0.0371,PFN1,5216
ENSG00000296299,14.7,0.698,0.748,0.00721,NA,NA,NA
ENSG00000102243,7.42,0.105,0.212,0.00721,NA,VGLL1,51442
ENSG00000270562,59.8,-0.464,0.308,0.00722,0.0371,NA,NA
ENSG00000125520,782,-0.194,0.0821,0.00722,0.0371,SLC2A4RG,56731
ENSG00000215012,689,0.217,0.0952,0.00723,0.0371,RTL10,79680
ENSG00000130558,46.5,-0.496,0.355,0.00727,0.0373,OLFM1,10439
ENSG00000198947,948,0.423,0.265,0.00728,0.0373,DMD,1756
ENSG00000129250,4000,0.121,0.0473,0.00729,0.0374,KIF1C,10749
ENSG00000123444,326,-0.243,0.111,0.00729,0.0374,KBTBD4,55709
ENSG00000120860,273,0.255,0.119,0.00731,0.0375,WASHC3,51019
ENSG00000100258,743,-0.212,0.0925,0.00731,0.0375,LMF2,91289
ENSG00000122367,1360,0.632,1.48,0.00732,0.0375,LDB3,11155
ENSG00000156976,7260,0.107,0.0412,0.00732,0.0375,EIF4A2,1974
ENSG00000108932,70.7,-0.4,0.24,0.00732,0.0375,SLC16A6,9120
ENSG00000241135,122,0.619,0.635,0.00732,0.0375,LINC00881,100498859
ENSG00000204519,231,-0.281,0.137,0.00733,0.0375,ZNF551,90233
ENSG00000205403,27.7,0.61,0.536,0.00733,0.0375,CFI,3426
ENSG00000173894,318,-0.253,0.118,0.00734,0.0375,CBX2,84733
ENSG00000119725,893,-0.171,0.071,0.00741,0.0378,ZNF410,57862
ENSG00000088833,1260,-0.159,0.0645,0.00741,0.0378,NSFL1C,55968
ENSG00000225937,19.5,-0.696,0.916,0.00741,0.0379,PCA3,50652
ENSG00000167654,295,-0.256,0.12,0.00741,0.0379,ATCAY,85300
ENSG00000149182,873,-0.173,0.0718,0.00742,0.0379,ARFGAP2,84364
ENSG00000283228,187,0.432,0.277,0.00743,0.0379,NA,NA
ENSG00000100023,850,-0.162,0.0661,0.00743,0.0379,PPIL2,23759
ENSG00000152779,104,0.456,0.305,0.00744,0.0379,SLC16A12,387700
ENSG00000084693,783,-0.192,0.0815,0.00744,0.0379,AGBL5,60509
ENSG00000171720,930,-0.187,0.0789,0.00745,0.038,HDAC3,8841
ENSG00000293697,25.9,0.583,0.503,0.00745,0.038,ANKRD20A5P,440482
ENSG00000298285,56.2,0.504,0.367,0.00746,0.038,NA,NA
ENSG00000091136,21400,0.0917,0.0359,0.00747,0.038,LAMB1,3912
ENSG00000306316,63.8,-0.513,0.396,0.00748,0.0381,NA,NA
ENSG00000165995,187,0.431,0.278,0.00749,0.0381,CACNB2,783
ENSG00000233276,1380,-0.188,0.0799,0.0075,0.0381,GPX1,2876
ENSG00000151376,245,-0.25,0.116,0.0075,0.0381,ME3,10873
ENSG00000165637,4530,0.103,0.0399,0.00754,0.0383,VDAC2,7417
ENSG00000146281,479,0.218,0.0967,0.00754,0.0383,PM20D2,135293
ENSG00000099381,673,-0.183,0.0769,0.00755,0.0384,SETD1A,9739
ENSG00000165507,223,0.306,0.156,0.00756,0.0384,DEPP1,11067
ENSG00000119698,104,-0.363,0.209,0.00756,0.0384,PPP4R4,57718
ENSG00000153179,615,0.207,0.09,0.00756,0.0384,RASSF3,283349
ENSG00000218416,18.6,0.685,0.773,0.00757,NA,GPC1-AS1,100130449
ENSG00000170537,195,0.316,0.165,0.00758,0.0384,TMC7,79905
ENSG00000178917,359,0.219,0.0974,0.00759,0.0385,ZNF852,285346
ENSG00000267519,527,-0.253,0.119,0.0076,0.0385,NA,NA
ENSG00000162430,3650,-0.134,0.0539,0.0076,0.0385,SELENON,57190
ENSG00000204745,224,-0.282,0.139,0.00762,0.0386,LOC102724642,102724642
ENSG00000107362,428,0.248,0.115,0.00763,0.0386,ABHD17B,51104
ENSG00000128335,291,-0.278,0.136,0.00763,0.0387,APOL2,23780
ENSG00000142303,324,-0.262,0.125,0.00764,0.0387,ADAMTS10,81794
ENSG00000179041,399,-0.221,0.0991,0.00767,0.0388,RRS1,23212
ENSG00000011198,385,0.219,0.0971,0.00768,0.0389,ABHD5,51099
ENSG00000164574,4750,-0.118,0.0463,0.00768,0.0389,GALNT10,55568
ENSG00000273899,198,-0.287,0.143,0.0077,0.039,NOL12,79159
ENSG00000261732,73.2,-0.41,0.256,0.00771,0.039,NA,NA
ENSG00000287431,72.7,-0.44,0.293,0.00772,0.039,RENO1,119545628
ENSG00000225177,236,-0.338,0.186,0.00772,0.039,LOC124900217,124900217
ENSG00000166579,1540,0.137,0.0547,0.00772,0.039,NDEL1,81565
ENSG00000142166,1610,0.15,0.0612,0.00773,0.039,IFNAR1,3454
ENSG00000108344,1930,-0.147,0.0595,0.00774,0.0391,PSMD3,5709
ENSG00000185869,158,-0.324,0.172,0.00774,0.0391,ZNF829,374899
ENSG00000061936,943,-0.163,0.0664,0.00776,0.0392,SFSWAP,6433
ENSG00000130829,13.3,0.671,1.13,0.0078,NA,DUSP9,1852
ENSG00000175643,160,-0.322,0.17,0.00781,0.0394,RMI2,116028
ENSG00000100095,106,0.362,0.207,0.00782,0.0394,SEZ6L,23544
ENSG00000176485,128,0.35,0.196,0.00782,0.0394,PLAAT3,11145
ENSG00000164031,1460,0.222,0.0993,0.00783,0.0395,DNAJB14,79982
ENSG00000189266,1540,-0.149,0.0606,0.00783,0.0395,PNRC2,55629
ENSG00000185761,71.5,0.393,0.237,0.00783,0.0395,ADAMTSL5,339366
ENSG00000182492,753,-0.178,0.0747,0.00784,0.0395,BGN,633
ENSG00000149418,279,0.276,0.135,0.00785,0.0395,ST14,6768
ENSG00000261884,42.3,-0.493,0.367,0.00787,0.0396,NA,NA
ENSG00000169684,164,-0.303,0.153,0.00788,0.0396,CHRNA5,1138
ENSG00000169641,3180,0.129,0.0513,0.00789,0.0397,LUZP1,7798
ENSG00000215506,5.71,0.0803,0.191,0.00789,NA,NA,NA
ENSG00000077063,154,0.311,0.163,0.0079,0.0397,CTTNBP2,83992
ENSG00000019505,69.8,0.443,0.3,0.0079,0.0397,SYT13,57586
ENSG00000143416,161,-0.312,0.163,0.00792,0.0398,SELENBP1,8991
ENSG00000105325,753,-0.178,0.0751,0.00793,0.0398,FZR1,51343
ENSG00000153310,1650,0.148,0.0608,0.00793,0.0398,CYRIB,51571
ENSG00000279369,71.8,-0.399,0.249,0.00793,0.0398,NA,NA
ENSG00000169093,466,-0.214,0.0953,0.00796,0.04,ASMTL,8623
ENSG00000150594,41.7,0.503,0.389,0.00797,0.04,ADRA2A,150
ENSG00000196646,216,-0.283,0.141,0.00797,0.04,ZNF136,7695
ENSG00000138050,247,-0.287,0.145,0.008,0.0401,THUMPD2,80745
ENSG00000198626,704,0.205,0.413,0.00802,0.0402,RYR2,6262
ENSG00000153956,1380,0.207,0.0908,0.00803,0.0403,CACNA2D1,781
ENSG00000189127,14.4,0.191,0.366,0.00807,NA,ANKRD34B,340120
ENSG00000149657,863,-0.166,0.0692,0.00809,0.0405,LSM14B,149986
ENSG00000172602,203,0.292,0.149,0.00812,0.0407,RND1,27289
ENSG00000103126,484,-0.201,0.088,0.00813,0.0407,AXIN1,8312
ENSG00000143493,557,-0.188,0.0811,0.00813,0.0407,INTS7,25896
